movementId,pokemonType,power,durationMs,damageWindowStartMs,damageWindowEndMs,energyDelta
PSYSHOCK,PSYCHIC,60.0,2500.0,1800.0,2400.0,-33.0
ANCIENT_POWER,ROCK,70.0,3500.0,2850.0,3100.0,-33.0
ROCK_TOMB,ROCK,65.0,3000.0,2050.0,2800.0,-50.0
ROCK_SLIDE,ROCK,75.0,2500.0,1300.0,2400.0,-50.0
POWER_GEM,ROCK,80.0,3000.0,2050.0,2800.0,-50.0
SHADOW_SNEAK,GHOST,50.0,3000.0,2300.0,2800.0,-33.0
SHADOW_PUNCH,GHOST,35.0,1500.0,1100.0,1300.0,-33.0
OMINOUS_WIND,GHOST,55.0,2500.0,2050.0,2300.0,-33.0
SHADOW_BALL,GHOST,100.0,3000.0,2400.0,2800.0,-50.0
MAGNET_BOMB,STEEL,75.0,3000.0,2400.0,2800.0,-33.0
IRON_HEAD,STEEL,60.0,2000.0,1400.0,1800.0,-50.0
PARABOLIC_CHARGE,ELECTRIC,70.0,3000.0,1400.0,2600.0,-50.0
THUNDER_PUNCH,ELECTRIC,50.0,2000.0,1900.0,1750.0,-33.0
THUNDER,ELECTRIC,100.0,2500.0,1300.0,2300.0,-100.0
THUNDERBOLT,ELECTRIC,80.0,2500.0,1800.0,2300.0,-50.0
TWISTER,DRAGON,50.0,3000.0,1150.0,2800.0,-33.0
DRAGON_PULSE,DRAGON,90.0,3500.0,2050.0,3200.0,-50.0
DRAGON_CLAW,DRAGON,45.0,1500.0,900.0,1100.0,-33.0
DISARMING_VOICE,FAIRY,70.0,4000.0,3300.0,3600.0,-33.0
DRAINING_KISS,FAIRY,60.0,2500.0,900.0,1200.0,-50.0
DAZZLING_GLEAM,FAIRY,100.0,3500.0,2100.0,3300.0,-50.0
MOONBLAST,FAIRY,130.0,4000.0,2300.0,3800.0,-100.0
PLAY_ROUGH,FAIRY,90.0,3000.0,1400.0,2800.0,-50.0
CROSS_POISON,POISON,40.0,1500.0,900.0,1300.0,-33.0
SLUDGE_BOMB,POISON,85.0,2500.0,1300.0,2300.0,-50.0
SLUDGE_WAVE,POISON,105.0,3000.0,1800.0,2800.0,-100.0
GUNK_SHOT,POISON,130.0,3000.0,1600.0,2600.0,-100.0
BONE_CLUB,GROUND,40.0,1500.0,900.0,1300.0,-33.0
BULLDOZE,GROUND,80.0,3500.0,2600.0,3100.0,-50.0
MUD_BOMB,GROUND,60.0,2500.0,1900.0,2300.0,-33.0
SIGNAL_BEAM,BUG,75.0,3000.0,1900.0,2700.0,-50.0
X_SCISSOR,BUG,45.0,1500.0,1100.0,1300.0,-33.0
FLAME_CHARGE,FIRE,70.0,4000.0,3100.0,3650.0,-33.0
FLAME_BURST,FIRE,70.0,2500.0,900.0,2000.0,-50.0
FIRE_BLAST,FIRE,140.0,4000.0,2900.0,3700.0,-100.0
BRINE,WATER,65.0,2500.0,1700.0,2300.0,-50.0
WATER_PULSE,WATER,65.0,3000.0,2000.0,2700.0,-50.0
SCALD,WATER,75.0,3500.0,1100.0,3200.0,-50.0
HYDRO_PUMP,WATER,135.0,3500.0,1100.0,3200.0,-100.0
PSYCHIC,PSYCHIC,95.0,3000.0,1500.0,2800.0,-50.0
PSYSTRIKE,PSYCHIC,95.0,2500.0,1200.0,2200.0,-50.0
ICY_WIND,ICE,65.0,3500.0,2200.0,3000.0,-33.0
GIGA_DRAIN,GRASS,50.0,4000.0,1300.0,2300.0,-100.0
FIRE_PUNCH,FIRE,50.0,2000.0,1300.0,1700.0,-33.0
SOLAR_BEAM,GRASS,180.0,5000.0,2800.0,4800.0,-100.0
LEAF_BLADE,GRASS,70.0,2500.0,1350.0,2300.0,-33.0
POWER_WHIP,GRASS,90.0,2500.0,1150.0,2250.0,-50.0
AIR_CUTTER,FLYING,55.0,2500.0,1600.0,2300.0,-50.0
HURRICANE,FLYING,105.0,2500.0,1000.0,2200.0,-100.0
BRICK_BREAK,FIGHTING,40.0,1500.0,700.0,1300.0,-33.0
SWIFT,NORMAL,65.0,3000.0,2200.0,2800.0,-50.0
HORN_ATTACK,NORMAL,45.0,2000.0,950.0,1800.0,-33.0
STOMP,NORMAL,50.0,1500.0,900.0,1300.0,-50.0
HYPER_FANG,NORMAL,80.0,2500.0,1500.0,2000.0,-50.0
BODY_SLAM,NORMAL,50.0,2000.0,1300.0,1800.0,-33.0
REST,NORMAL,50.0,2000.0,1600.0,1800.0,-33.0
STRUGGLE,NORMAL,35.0,2000.0,1000.0,1800.0,
SCALD_BLASTOISE,WATER,50.0,4500.0,2300.0,4400.0,-100.0
HYDRO_PUMP_BLASTOISE,WATER,90.0,4500.0,2200.0,4300.0,-100.0
WRAP_GREEN,NORMAL,25.0,3000.0,2150.0,2800.0,-33.0
WRAP_PINK,NORMAL,25.0,3000.0,2150.0,2800.0,-33.0
FURY_CUTTER_FAST,BUG,4.0,500.0,200.0,500.0,8.0
BUG_BITE_FAST,BUG,5.0,500.0,250.0,450.0,6.0
BITE_FAST,DARK,6.0,500.0,300.0,500.0,4.0
SUCKER_PUNCH_FAST,DARK,5.0,500.0,100.0,500.0,6.0
DRAGON_BREATH_FAST,DRAGON,6.0,500.0,300.0,500.0,4.0
THUNDER_SHOCK_FAST,ELECTRIC,4.0,500.0,200.0,500.0,7.0
SPARK_FAST,ELECTRIC,4.0,500.0,100.0,500.0,6.0
LOW_KICK_FAST,FIGHTING,5.0,500.0,200.0,500.0,5.0
KARATE_CHOP_FAST,FIGHTING,10.0,1000.0,800.0,1000.0,13.0
EMBER_FAST,FIRE,10.0,1000.0,600.0,800.0,10.0
WING_ATTACK_FAST,FLYING,10.0,1000.0,750.0,950.0,11.0
PECK_FAST,FLYING,10.0,1000.0,450.0,900.0,10.0
LICK_FAST,GHOST,5.0,500.0,200.0,500.0,6.0
SHADOW_CLAW_FAST,GHOST,6.0,500.0,50.0,300.0,4.0
VINE_WHIP_FAST,GRASS,6.0,500.0,250.0,500.0,5.0
RAZOR_LEAF_FAST,GRASS,13.0,1000.0,600.0,850.0,7.0
MUD_SHOT_FAST,GROUND,4.0,500.0,250.0,450.0,6.0
ICE_SHARD_FAST,ICE,10.0,1000.0,400.0,700.0,10.0
FROST_BREATH_FAST,ICE,11.0,1000.0,550.0,850.0,9.0
QUICK_ATTACK_FAST,NORMAL,10.0,1000.0,450.0,750.0,13.0
SCRATCH_FAST,NORMAL,6.0,500.0,300.0,500.0,4.0
TACKLE_FAST,NORMAL,5.0,500.0,300.0,500.0,5.0
POUND_FAST,NORMAL,6.0,500.0,240.0,440.0,5.0
CUT_FAST,NORMAL,5.0,500.0,300.0,500.0,5.0
POISON_JAB_FAST,POISON,13.0,1000.0,400.0,1000.0,9.0
ACID_FAST,POISON,11.0,1000.0,600.0,800.0,10.0
PSYCHO_CUT_FAST,PSYCHIC,4.0,500.0,270.0,470.0,7.0
ROCK_THROW_FAST,ROCK,13.0,1000.0,600.0,900.0,8.0
METAL_CLAW_FAST,STEEL,6.0,500.0,230.0,430.0,5.0
BULLET_PUNCH_FAST,STEEL,10.0,1000.0,400.0,1000.0,11.0
WATER_GUN_FAST,WATER,5.0,500.0,300.0,500.0,5.0
SPLASH_FAST,WATER,,1500.0,800.0,1000.0,17.0
WATER_GUN_FAST_BLASTOISE,WATER,10.0,1000.0,300.0,500.0,6.0
MUD_SLAP_FAST,GROUND,19.0,1500.0,1250.0,1450.0,13.0
ZEN_HEADBUTT_FAST,PSYCHIC,11.0,1000.0,750.0,950.0,9.0
CONFUSION_FAST,PSYCHIC,19.0,1500.0,500.0,1500.0,14.0
POISON_STING_FAST,POISON,4.0,500.0,275.0,475.0,6.0
BUBBLE_FAST,WATER,10.0,1000.0,550.0,800.0,12.0
FEINT_ATTACK_FAST,DARK,11.0,1000.0,850.0,1000.0,10.0
STEEL_WING_FAST,STEEL,14.0,1000.0,700.0,1000.0,8.0
FIRE_FANG_FAST,FIRE,13.0,1000.0,740.0,940.0,9.0
ROCK_SMASH_FAST,FIGHTING,17.0,1500.0,750.0,1000.0,12.0
TRANSFORM_FAST,NORMAL,,2000.0,70.0,470.0,
COUNTER_FAST,FIGHTING,13.0,1000.0,800.0,1000.0,9.0
POWDER_SNOW_FAST,ICE,6.0,1000.0,850.0,1000.0,15.0
CLOSE_COMBAT,FIGHTING,105.0,2500.0,1200.0,2500.0,-100.0
DYNAMIC_PUNCH,FIGHTING,85.0,2500.0,1000.0,2500.0,-50.0
FOCUS_BLAST,FIGHTING,140.0,3500.0,3000.0,3500.0,-100.0
AURORA_BEAM,ICE,80.0,3500.0,3300.0,3500.0,-50.0
CHARGE_BEAM_FAST,ELECTRIC,7.0,1000.0,750.0,950.0,14.0
VOLT_SWITCH_FAST,ELECTRIC,13.0,1500.0,600.0,800.0,20.0
WILD_CHARGE,ELECTRIC,90.0,2500.0,1600.0,2000.0,-50.0
ZAP_CANNON,ELECTRIC,140.0,3500.0,2800.0,3300.0,-100.0
DRAGON_TAIL_FAST,DRAGON,14.0,1000.0,750.0,950.0,8.0
AVALANCHE,ICE,85.0,2500.0,1500.0,1900.0,-50.0
AIR_SLASH_FAST,FLYING,12.0,1000.0,800.0,1000.0,8.0
BRAVE_BIRD,FLYING,130.0,2000.0,1000.0,1600.0,-100.0
SKY_ATTACK,FLYING,80.0,2000.0,1500.0,1700.0,-50.0
SAND_TOMB,GROUND,60.0,4000.0,1700.0,4000.0,-33.0
ROCK_BLAST,ROCK,50.0,2000.0,1500.0,1900.0,-33.0
INFESTATION_FAST,BUG,9.0,1000.0,750.0,950.0,13.0
STRUGGLE_BUG_FAST,BUG,15.0,1500.0,1200.0,1500.0,15.0
SILVER_WIND,BUG,65.0,3500.0,1500.0,3300.0,-33.0
ASTONISH_FAST,GHOST,7.0,1000.0,600.0,950.0,13.0
HEX_FAST,GHOST,8.0,1000.0,800.0,1000.0,13.0
NIGHT_SHADE,GHOST,60.0,2500.0,2000.0,2400.0,-50.0
IRON_TAIL_FAST,STEEL,14.0,1000.0,750.0,950.0,6.0
GYRO_BALL,STEEL,85.0,3500.0,3200.0,3500.0,-50.0
HEAVY_SLAM,STEEL,70.0,2000.0,1400.0,1800.0,-50.0
FIRE_SPIN_FAST,FIRE,13.0,1000.0,750.0,950.0,9.0
OVERHEAT,FIRE,160.0,4000.0,2600.0,3800.0,-100.0
BULLET_SEED_FAST,GRASS,7.0,1000.0,750.0,950.0,13.0
GRASS_KNOT,GRASS,90.0,2500.0,1600.0,2500.0,-50.0
ENERGY_BALL,GRASS,90.0,4000.0,3100.0,3900.0,-50.0
EXTRASENSORY_FAST,PSYCHIC,11.0,1000.0,750.0,950.0,11.0
FUTURESIGHT,PSYCHIC,115.0,2500.0,1200.0,2500.0,-100.0
MIRROR_COAT,PSYCHIC,60.0,2500.0,2200.0,2400.0,-50.0
OUTRAGE,DRAGON,110.0,4000.0,2600.0,3800.0,-50.0
SNARL_FAST,DARK,11.0,1000.0,750.0,950.0,13.0
CRUNCH,DARK,65.0,3000.0,1100.0,2800.0,-33.0
FOUL_PLAY,DARK,70.0,2000.0,1700.0,1900.0,-50.0
HIDDEN_POWER_FAST,NORMAL,15.0,1500.0,1100.0,1400.0,15.0
TAKE_DOWN_FAST,NORMAL,7.0,1000.0,750.0,900.0,8.0
WATERFALL_FAST,WATER,13.0,1000.0,750.0,900.0,7.0
SURF,WATER,60.0,1500.0,1200.0,1400.0,-50.0
DRACO_METEOR,DRAGON,150.0,3500.0,2900.0,3400.0,-100.0
DOOM_DESIRE,STEEL,65.0,1500.0,1200.0,1400.0,-33.0
YAWN_FAST,NORMAL,,1500.0,1200.0,1400.0,13.0
PSYCHO_BOOST,PSYCHIC,70.0,4000.0,3500.0,4000.0,-50.0
ORIGIN_PULSE,WATER,120.0,1500.0,1200.0,1400.0,-100.0
PRECIPICE_BLADES,GROUND,120.0,1500.0,1200.0,1400.0,-100.0
PRESENT_FAST,NORMAL,6.0,1500.0,1300.0,1500.0,23.0
WEATHER_BALL_FIRE,FIRE,55.0,1500.0,1250.0,1500.0,-33.0
WEATHER_BALL_ICE,ICE,55.0,1500.0,1250.0,1500.0,-33.0
WEATHER_BALL_ROCK,ROCK,55.0,1500.0,1250.0,1500.0,-33.0
WEATHER_BALL_WATER,WATER,55.0,1500.0,1250.0,1500.0,-33.0
FRENZY_PLANT,GRASS,100.0,2500.0,2045.0,2450.0,-50.0
SMACK_DOWN_FAST,ROCK,13.0,1000.0,600.0,900.0,7.0
BLAST_BURN,FIRE,120.0,3500.0,2950.0,3400.0,-50.0
HYDRO_CANNON,WATER,90.0,2000.0,600.0,1700.0,-50.0
LAST_RESORT,NORMAL,90.0,3000.0,2800.0,2950.0,-50.0
METEOR_MASH,STEEL,100.0,2500.0,2200.0,2400.0,-50.0
SKULL_BASH,NORMAL,130.0,3000.0,1700.0,2200.0,-100.0
ACID_SPRAY,POISON,20.0,3000.0,2100.0,2800.0,-50.0
EARTH_POWER,GROUND,100.0,3500.0,2600.0,3300.0,-50.0
CRABHAMMER,WATER,85.0,2000.0,1600.0,1850.0,-50.0
LUNGE,BUG,55.0,3000.0,2500.0,2800.0,-33.0
CRUSH_CLAW,NORMAL,,2000.0,1300.0,1800.0,
OCTAZOOKA,WATER,55.0,2500.0,1500.0,1800.0,-50.0
MIRROR_SHOT,STEEL,50.0,2500.0,1900.0,2300.0,-33.0
SUPER_POWER,FIGHTING,85.0,3000.0,2100.0,2800.0,-50.0
FELL_STINGER,BUG,45.0,2000.0,1600.0,1800.0,-33.0
LEAF_TORNADO,GRASS,45.0,3000.0,1900.0,2500.0,-33.0
LEECH_LIFE,BUG,,2500.0,1150.0,1400.0,
DRAIN_PUNCH,FIGHTING,50.0,2500.0,1100.0,1600.0,-33.0
SHADOW_BONE,GHOST,85.0,3000.0,2450.0,2900.0,-50.0
MUDDY_WATER,WATER,45.0,2000.0,1000.0,1700.0,-33.0
BLAZE_KICK,FIRE,40.0,1000.0,250.0,600.0,-33.0
RAZOR_SHELL,WATER,55.0,1500.0,850.0,1200.0,-33.0
POWER_UP_PUNCH,FIGHTING,50.0,2000.0,1700.0,1900.0,-33.0
CHARM_FAST,FAIRY,20.0,1500.0,900.0,1200.0,11.0
GIGA_IMPACT,NORMAL,200.0,4500.0,800.0,2200.0,-100.0
FRUSTRATION,NORMAL,10.0,2000.0,1000.0,1800.0,-33.0
RETURN,NORMAL,25.0,500.0,,150.0,-33.0
SYNCHRONOISE,PSYCHIC,80.0,2500.0,750.0,1500.0,-50.0
LOCK_ON_FAST,NORMAL,2.0,500.0,370.0,500.0,10.0
THUNDER_FANG_FAST,ELECTRIC,10.0,1000.0,200.0,700.0,13.0
ICE_FANG_FAST,ICE,12.0,1500.0,400.0,1000.0,20.0
HORN_DRILL,NORMAL,9000.0,2000.0,600.0,1600.0,-25.0
FISSURE,GROUND,9001.0,3000.0,1200.0,2500.0,-25.0
SACRED_SWORD,FIGHTING,50.0,1000.0,300.0,800.0,-33.0
FLYING_PRESS,FIGHTING,115.0,2500.0,1200.0,2200.0,-50.0
AURA_SPHERE,FIGHTING,100.0,2000.0,1200.0,1800.0,-50.0
PAYBACK,DARK,95.0,2000.0,900.0,1800.0,-100.0
ROCK_WRECKER,ROCK,110.0,3500.0,1900.0,2600.0,-50.0
AEROBLAST,FLYING,180.0,3500.0,3300.0,3500.0,-100.0
TECHNO_BLAST_NORMAL,NORMAL,120.0,2000.0,1600.0,2000.0,-100.0
TECHNO_BLAST_BURN,FIRE,120.0,2000.0,1400.0,2000.0,-100.0
TECHNO_BLAST_CHILL,ICE,120.0,2000.0,1400.0,2000.0,-100.0
TECHNO_BLAST_WATER,WATER,120.0,2000.0,1500.0,2000.0,-100.0
TECHNO_BLAST_SHOCK,ELECTRIC,120.0,2000.0,1600.0,2000.0,-100.0
FLY,FLYING,90.0,2000.0,1400.0,1700.0,-50.0
V_CREATE,FIRE,105.0,3000.0,1900.0,2700.0,-33.0
LEAF_STORM,GRASS,130.0,2500.0,1100.0,1250.0,-100.0
TRI_ATTACK,NORMAL,75.0,2500.0,1300.0,2400.0,-50.0
GUST_FAST,FLYING,25.0,2000.0,900.0,2000.0,20.0
INCINERATE_FAST,FIRE,32.0,2500.0,700.0,2500.0,22.0
FEATHER_DANCE,FLYING,35.0,3000.0,1900.0,2700.0,-50.0
FAIRY_WIND_FAST,FAIRY,9.0,1000.0,630.0,1000.0,13.0
WEATHER_BALL_NORMAL,NORMAL,55.0,1500.0,1250.0,1500.0,-33.0
PSYCHIC_FANGS,PSYCHIC,25.0,1000.0,200.0,900.0,-33.0
DOUBLE_KICK_FAST,FIGHTING,10.0,1000.0,300.0,800.0,13.0
MAGICAL_LEAF_FAST,GRASS,17.0,1500.0,850.0,1400.0,17.0
SACRED_FIRE,FIRE,120.0,2500.0,1100.0,2300.0,-100.0
ICICLE_SPEAR,ICE,55.0,2000.0,1000.0,1600.0,-33.0
AEROBLAST_PLUS,FLYING,200.0,3500.0,3300.0,3500.0,-100.0
AEROBLAST_PLUS_PLUS,FLYING,225.0,3500.0,3300.0,3500.0,-100.0
SACRED_FIRE_PLUS,FIRE,135.0,2500.0,1100.0,2300.0,-100.0
SACRED_FIRE_PLUS_PLUS,FIRE,155.0,2500.0,1100.0,2300.0,-100.0
ACROBATICS,FLYING,100.0,2000.0,600.0,1700.0,-100.0
LUSTER_PURGE,PSYCHIC,100.0,1500.0,500.0,1500.0,-100.0
MIST_BALL,PSYCHIC,105.0,2000.0,1200.0,1700.0,-100.0
BRUTAL_SWING,DARK,65.0,2000.0,1300.0,1700.0,-33.0
ROLLOUT_FAST,ROCK,15.0,1500.0,1060.0,1300.0,19.0
SEED_FLARE,GRASS,115.0,2500.0,2300.0,2400.0,-100.0
OBSTRUCT,DARK,20.0,1500.0,300.0,1400.0,-33.0
SHADOW_FORCE,GHOST,140.0,2000.0,1800.0,2000.0,-100.0
METEOR_BEAM,ROCK,140.0,2000.0,1100.0,2000.0,-100.0
WATER_SHURIKEN_FAST,WATER,9.0,1000.0,900.0,1000.0,14.0
FUSION_BOLT,ELECTRIC,140.0,2000.0,1250.0,1800.0,-100.0
FUSION_FLARE,FIRE,140.0,2000.0,1300.0,1800.0,-100.0
POLTERGEIST,GHOST,140.0,3500.0,2700.0,2900.0,-100.0
HIGH_HORSEPOWER,GROUND,105.0,1500.0,900.0,1100.0,-100.0
GLACIATE,ICE,160.0,2500.0,1500.0,2500.0,-100.0
BREAKING_SWIPE,DRAGON,45.0,1000.0,470.0,900.0,-33.0
BOOMBURST,NORMAL,150.0,2500.0,1200.0,2200.0,-100.0
DOUBLE_IRON_BASH,STEEL,70.0,2000.0,1300.0,2000.0,-33.0
MYSTICAL_FIRE,FIRE,60.0,2000.0,1300.0,2000.0,-33.0
LIQUIDATION,WATER,70.0,3000.0,2000.0,2700.0,-33.0
DRAGON_ASCENT,FLYING,140.0,3500.0,3250.0,3400.0,-50.0
LEAFAGE_FAST,GRASS,6.0,500.0,200.0,700.0,4.0
MAGMA_STORM,FIRE,75.0,2500.0,1300.0,2800.0,-33.0
GEOMANCY_FAST,FAIRY,20.0,1500.0,1000.0,1500.0,14.0
SPACIAL_REND,DRAGON,160.0,2500.0,1370.0,2950.0,-100.0
OBLIVION_WING,FLYING,85.0,2000.0,1500.0,1900.0,-50.0
NATURES_MADNESS,FAIRY,90.0,2000.0,1300.0,1900.0,-50.0
TRIPLE_AXEL,ICE,60.0,2000.0,1500.0,1700.0,-33.0
TRAILBLAZE,GRASS,65.0,2000.0,1200.0,1900.0,-50.0
SCORCHING_SANDS,GROUND,90.0,3000.0,1400.0,2300.0,-50.0
ROAR_OF_TIME,DRAGON,160.0,2000.0,850.0,2300.0,-100.0
BLEAKWIND_STORM,FLYING,150.0,2500.0,2000.0,2800.0,-100.0
SANDSEAR_STORM,GROUND,150.0,2500.0,2000.0,2800.0,-100.0
WILDBOLT_STORM,ELECTRIC,150.0,2500.0,2000.0,2800.0,-100.0
SPIRIT_SHACKLE,GHOST,70.0,2500.0,2000.0,3400.0,-33.0
VOLT_TACKLE,ELECTRIC,90.0,3500.0,2100.0,2600.0,-33.0
DARKEST_LARIAT,DARK,80.0,2000.0,1200.0,2000.0,-50.0
PSYWAVE_FAST,PSYCHIC,4.0,500.0,300.0,600.0,7.0
METAL_SOUND_FAST,STEEL,4.0,500.0,200.0,700.0,6.0
SAND_ATTACK_FAST,GROUND,4.0,500.0,300.0,600.0,7.0
SUNSTEEL_STRIKE,STEEL,230.0,3000.0,2200.0,3000.0,-100.0
MOONGEIST_BEAM,GHOST,230.0,3000.0,2200.0,3000.0,-100.0
406,ELECTRIC,100.0,2700.0,2100.0,2500.0,-45.0
407,DARK,100.0,2700.0,2100.0,2500.0,-45.0
HIGH_JUMP_KICK,FIGHTING,90.0,1500.0,450.0,800.0,-100.0
FORCE_PALM_FAST,FIGHTING,10.0,1000.0,800.0,1000.0,16.0
SPARKLING_ARIA,WATER,85.0,3000.0,1700.0,2900.0,-33.0
RAGE_FIST,GHOST,100.0,3000.0,2750.0,3000.0,-50.0
